txn_id,date,category,amount
t8633,2025-04-25,entertainment,60.54
t6653,2025-09-24,food,18.46
t1101,2025-06-08,retail,110.46
t9161,2025-06-22,utilities,185.45
t8842,2025-09-17,travel,245.12
t9739,2025-06-08,food,25.51
t7328,2025-06-22,retail,159.4
t7623,2025-02-08,gas,56.03
t988,2025-01-16,other,80.04
t2853,2025-09-21,gas,28.73
t8854,2025-07-21,gas,75.15
t631,2025-01-18,other,64.25
t1250,2025-04-17,food,22.19
t3180,2025-03-21,other,61.84
t483,2025-08-22,travel,552.64
t9777,2025-02-15,retail,153.79
t9655,2025-08-17,food,34.39
t3041,2025-04-15,other,94.37
t5011,2025-07-09,gas,58.24
t10477,2025-01-29,food,31.6
t7001,2025-02-28,gas,48.58
t3274,2025-08-19,food,28.29
t7228,2025-07-27,entertainment,104.84
t3684,2025-01-24,gas,46.38
t6675,2025-03-10,food,16.89
t6808,2025-02-17,travel,287.91
t11683,2025-09-08,food,14.0
t1317,2025-08-28,food,30.99
t3226,2025-06-16,food,25.18
t1073,2025-06-17,food,21.75
t4816,2025-06-07,utilities,220.78
t10135,2025-02-09,utilities,152.44
t9853,2025-04-08,entertainment,88.5
t5753,2025-06-08,gas,38.05
a110,2025-07-18,entertainment,1501.54
t4617,2025-03-06,retail,39.71
t3098,2025-06-16,gas,51.69
t11316,2025-10-18,food,25.71
t6870,2025-06-14,retail,109.51
t1301,2025-01-11,utilities,151.59
t7286,2025-08-05,gas,46.45
t6285,2025-08-12,utilities,105.93
t10635,2025-05-05,food,37.49
t5496,2025-06-07,food,21.02
t5292,2025-01-28,food,25.47
t9601,2025-06-18,food,30.58
t1799,2025-05-06,food,31.39
t9668,2025-09-09,travel,448.17
t5204,2025-04-14,retail,183.19
t8228,2025-06-22,other,36.41
t5048,2025-10-11,gas,41.85
t6442,2025-09-03,entertainment,6.13
t8637,2025-02-17,food,30.92
t8106,2025-10-18,gas,49.13
t2360,2025-07-20,gas,63.16
t11254,2025-08-08,retail,39.12
t3655,2025-08-05,other,95.04
t7053,2025-07-02,retail,40.19
t1287,2025-03-26,retail,137.71
t10942,2025-01-11,gas,73.82
t4446,2025-04-22,utilities,68.62
t2138,2025-06-18,gas,28.63
t6788,2025-07-28,other,117.87
t9874,2025-09-18,entertainment,69.12
t11699,2025-01-27,retail,79.54
t10201,2025-01-20,entertainment,23.39
t10750,2025-02-28,travel,493.78
t6895,2025-01-17,utilities,149.01
t9885,2025-01-25,gas,56.43
t10273,2025-09-23,food,30.58
t8565,2025-04-03,food,28.93
t7152,2025-08-03,other,20.02
t964,2025-09-06,utilities,61.02
t6013,2025-10-05,entertainment,50.28
t4883,2025-08-15,gas,76.8
t141,2025-02-11,retail,7.0
t10826,2025-07-26,gas,79.14
t8907,2025-08-27,entertainment,96.84
t6937,2025-06-30,retail,23.28
t6543,2025-10-08,retail,98.19
t5244,2025-08-13,food,37.51
t4432,2025-04-30,other,78.87
t10023,2025-01-02,utilities,87.5
t407,2025-04-10,retail,111.21
t8213,2025-02-19,food,13.0
t9197,2025-08-15,food,13.32
t10036,2025-10-13,retail,17.75
t10898,2025-05-13,retail,126.67
t9136,2025-01-13,retail,135.14
t8235,2025-06-30,gas,41.63
t4400,2025-02-21,entertainment,100.28
t5253,2025-07-21,utilities,109.87
t12,2025-01-14,food,30.49
t4761,2025-01-14,food,49.38
t1178,2025-05-21,utilities,131.85
t2864,2025-04-06,food,42.79
t6472,2025-01-13,retail,82.76
t6229,2025-01-01,gas,52.45
t9219,2025-08-23,food,20.02
t2990,2025-10-20,retail,78.22
t9154,2025-04-09,food,31.04
t7118,2025-04-09,food,30.97
t7011,2025-03-09,other,49.29
t10259,2025-02-17,other,34.14
t8928,2025-08-24,retail,88.37
t1441,2025-06-20,retail,48.73
t11693,2025-03-20,food,10.55
t2876,2025-09-30,utilities,176.76
t9109,2025-06-14,utilities,128.52
t10906,2025-09-06,retail,58.17
t10547,2025-01-08,retail,70.02
t7233,2025-05-06,gas,81.54
t3727,2025-10-14,travel,310.67
t2773,2025-04-30,travel,54.41
t9817,2025-05-08,retail,132.78
t455,2025-04-03,food,23.16
t9014,2025-06-08,gas,70.8
t8190,2025-10-15,gas,32.82
t1368,2025-08-15,gas,28.12
t3713,2025-01-10,utilities,141.15
a62,2025-04-18,gas,1999.61
t1389,2025-10-18,food,25.43
t9043,2025-07-25,other,92.58
t1001,2025-01-15,food,29.53
t7762,2025-10-23,other,115.66
t3554,2025-07-31,retail,146.03
t4115,2025-05-06,food,22.41
t9830,2025-08-28,food,43.77
t1668,2025-08-12,entertainment,80.37
t3174,2025-06-13,entertainment,47.69
t9540,2025-04-10,entertainment,36.6
t11275,2025-02-03,food,35.61
t489,2025-01-24,gas,62.35
t3231,2025-03-08,food,25.21
t3829,2025-08-01,gas,41.3
t10377,2025-06-19,retail,172.59
t5209,2025-02-17,food,15.63
t7849,2025-07-14,other,47.4
t5705,2025-09-05,food,30.94
t11568,2025-07-01,retail,165.92
t8134,2025-08-26,food,40.11
t704,2025-07-11,retail,36.51
t5106,2025-04-07,food,23.54
t10667,2025-04-24,food,35.1
t3292,2025-04-28,food,38.87
t8126,2025-03-03,retail,87.62
t9520,2025-01-10,entertainment,87.52
t11557,2025-09-27,food,30.51
t10921,2025-09-30,gas,48.88
t4910,2025-04-17,retail,106.5
t4441,2025-03-17,entertainment,67.03
t987,2025-02-27,other,87.52
t11078,2025-09-05,entertainment,83.86
t10863,2025-01-31,food,34.73
t7706,2025-04-01,food,8.83
t6258,2025-08-31,entertainment,75.48
t6090,2025-04-16,travel,562.73
t5239,2025-09-06,utilities,23.44
t1199,2025-04-27,gas,56.99
t9711,2025-03-09,other,56.49
t10871,2025-04-30,retail,108.75
t7520,2025-06-30,entertainment,51.9
t6813,2025-08-02,food,30.35
t9992,2025-04-02,food,51.44
t9207,2025-10-21,entertainment,79.23
t8321,2025-09-16,retail,5.0
t9557,2025-08-30,food,26.93
t7176,2025-06-18,food,33.36
t4471,2025-08-18,food,44.31
t892,2025-06-10,entertainment,67.5
t1970,2025-07-06,retail,89.74
t5758,2025-03-26,other,135.19
t6528,2025-07-05,other,76.59
t6295,2025-01-14,food,11.4
t7596,2025-03-03,retail,106.94
t9111,2025-07-01,food,21.65
t3250,2025-07-07,food,37.75
t6571,2025-06-29,retail,5.0
t6639,2025-06-21,utilities,154.81
t7352,2025-08-17,retail,81.25
t10998,2025-05-11,food,28.64
t9401,2025-04-07,other,44.26
t7474,2025-06-13,food,15.95
t11045,2025-06-24,food,40.17
t10405,2025-09-27,entertainment,58.82
t1240,2025-02-08,utilities,78.78
t2290,2025-09-20,food,30.63
t2741,2025-07-30,utilities,116.19
t8468,2025-08-31,utilities,107.75
t4586,2025-09-28,entertainment,49.63
t9228,2025-10-15,food,37.44
t1230,2025-10-15,entertainment,62.25
t9201,2025-01-29,entertainment,56.08
t6981,2025-05-11,entertainment,39.75
t5179,2025-08-10,utilities,144.91
t4294,2025-04-09,food,38.68
t1059,2025-03-27,retail,76.36
t6263,2025-02-11,food,33.14
t282,2025-01-31,utilities,110.89
t9236,2025-03-18,food,11.59
t9509,2025-02-26,entertainment,104.64
t969,2025-09-09,retail,62.85
t3954,2025-07-12,food,34.84
t1940,2025-03-22,utilities,91.75
t10142,2025-09-22,utilities,94.67
t1275,2025-07-03,entertainment,43.21
t620,2025-08-26,retail,161.93
t10193,2025-07-04,food,25.87
t1743,2025-07-03,gas,39.85
t1391,2025-05-20,entertainment,75.47
t2204,2025-04-01,gas,43.02
t9772,2025-02-11,entertainment,29.18
t9848,2025-03-11,utilities,127.84
t3569,2025-01-12,travel,797.98
t6117,2025-04-29,retail,40.66
a203,2025-09-16,travel,1495.61
t6053,2025-05-25,food,35.86
t3179,2025-06-23,retail,136.98
t3193,2025-01-11,other,39.76
t9500,2025-08-23,gas,45.67
t6100,2025-07-26,retail,114.72
t7030,2025-03-14,food,27.04
t576,2025-04-15,food,47.12
t6657,2025-08-11,retail,157.85
t7116,2025-10-22,retail,91.24
t10562,2025-04-05,other,41.85
t6277,2025-03-26,gas,85.93
t9473,2025-06-05,retail,118.48
t10773,2025-09-07,utilities,104.55
t5898,2025-09-13,retail,215.43
t5725,2025-05-11,entertainment,42.38
t270,2025-10-15,entertainment,40.18
t630,2025-02-20,food,19.8
t3082,2025-07-25,gas,34.26
t3467,2025-09-15,food,45.26
t6431,2025-02-06,travel,214.45
t11171,2025-06-06,food,18.8
t7063,2025-06-16,retail,133.44
t11670,2025-10-26,gas,50.01
t5544,2025-03-15,food,22.96
t4357,2025-02-18,entertainment,59.98
t10930,2025-08-07,other,144.83
t2114,2025-08-18,entertainment,37.49
t8220,2025-09-27,food,22.36
t3217,2025-03-09,food,36.82
t3815,2025-09-24,entertainment,28.45
t8322,2025-04-08,gas,44.33
t10296,2025-09-22,retail,149.39
t2279,2025-01-01,utilities,171.46
t4600,2025-01-28,food,13.81
t14,2025-04-08,gas,65.78
t11067,2025-03-14,food,26.23
t1526,2025-03-12,gas,68.29
t2366,2025-05-30,gas,71.89
t4649,2025-03-09,other,12.86
t375,2025-04-10,retail,169.76
t10212,2025-03-06,food,18.92
t6478,2025-03-02,gas,60.8
t526,2025-02-18,entertainment,6.45
t9132,2025-05-16,retail,104.06
t6896,2025-02-03,entertainment,43.92
t3592,2025-10-26,food,40.1
t7905,2025-01-11,utilities,171.07
t2959,2025-01-03,food,12.06
t530,2025-04-23,food,32.18
t3715,2025-01-12,entertainment,77.95
t4733,2025-08-29,utilities,116.35
t9462,2025-02-15,retail,171.13
t1395,2025-08-31,food,20.47
t9990,2025-07-03,food,31.38
t9634,2025-06-14,utilities,112.41
t5632,2025-07-18,entertainment,70.63
t9466,2025-02-06,food,20.62
t6564,2025-01-16,food,10.55
t4704,2025-01-12,retail,151.35
t1713,2025-06-26,travel,392.88
t11704,2025-04-07,retail,86.28
t956,2025-07-24,other,64.73
t6676,2025-08-30,travel,234.19
t3454,2025-04-16,utilities,132.24
t9580,2025-10-12,utilities,93.83
t8596,2025-02-23,entertainment,54.62
t2072,2025-05-13,food,26.84
t11685,2025-06-06,gas,70.87
t159,2025-01-14,food,5.13
t7006,2025-08-27,utilities,111.28
t9095,2025-06-19,gas,43.91
t353,2025-05-24,travel,327.63
t6079,2025-02-18,retail,121.22
t6237,2025-08-20,entertainment,85.57
t8947,2025-02-21,retail,147.76
a211,2025-04-30,travel,748.41
t2921,2025-09-19,gas,38.04
t8504,2025-08-13,food,31.88
t4645,2025-05-06,retail,162.7
t662,2025-09-18,gas,40.46
t7058,2025-07-25,food,29.55
t3666,2025-04-23,retail,160.92
t7980,2025-04-30,travel,906.6
t307,2025-06-17,food,23.73
t4791,2025-07-01,retail,226.25
t2357,2025-08-28,utilities,180.3
t1928,2025-03-23,entertainment,85.71
t11197,2025-07-23,food,18.07
t3428,2025-04-07,gas,37.73
t8942,2025-05-12,entertainment,65.8
t3639,2025-04-11,retail,89.07
t1267,2025-06-23,gas,67.03
t1561,2025-05-02,gas,53.36
t7180,2025-07-10,retail,124.33
t4110,2025-10-24,food,25.73
t7868,2025-03-06,other,131.6
t4905,2025-01-19,entertainment,67.0
t7295,2025-09-25,retail,100.79
t515,2025-06-07,entertainment,61.82
t895,2025-10-25,food,22.48
t8602,2025-10-16,food,24.8
t22,2025-07-31,entertainment,52.06
t900,2025-07-08,retail,109.08
t208,2025-08-20,gas,63.14
t459,2025-01-08,entertainment,62.29
t2431,2025-03-30,utilities,108.34
t8443,2025-09-02,food,20.39
t9300,2025-03-26,retail,130.9
t3390,2025-06-15,entertainment,90.99
t9906,2025-02-16,travel,259.69
t3912,2025-08-24,food,21.32
t5384,2025-01-13,utilities,138.28
t8908,2025-01-02,entertainment,21.96
t553,2025-08-01,other,62.63
t9632,2025-08-28,food,16.37
t3145,2025-02-11,retail,94.22
t6918,2025-03-30,retail,223.94
t2057,2025-08-12,travel,25.0
t1926,2025-07-09,food,25.46
t635,2025-05-07,utilities,78.39
t6083,2025-01-20,retail,72.06
t8509,2025-06-07,retail,71.29
t11121,2025-01-31,retail,138.19
t11614,2025-09-29,entertainment,56.36
t8620,2025-10-22,retail,43.64
t10463,2025-01-18,travel,443.24
t106,2025-02-04,food,24.04
t3042,2025-05-21,retail,97.13
t1710,2025-07-08,retail,131.31
t90,2025-01-08,retail,113.39
t7015,2025-10-12,utilities,121.79
t3175,2025-06-17,retail,135.82
t918,2025-03-28,food,24.52
t7834,2025-03-30,food,11.25
t6733,2025-08-14,food,31.86
t1950,2025-10-04,gas,55.44
t6369,2025-02-14,gas,56.57
t2,2025-09-15,utilities,42.2
t8033,2025-09-12,utilities,183.76
t6048,2025-08-14,food,15.85
t9128,2025-03-01,gas,35.9
t11051,2025-07-03,retail,94.15
t2721,2025-07-21,food,23.49
t8784,2025-06-25,other,35.75
a11,2025-10-26,utilities,2356.04
t3118,2025-01-06,food,22.77
t11358,2025-08-17,food,27.14
t9769,2025-03-12,retail,79.42
t3763,2025-05-09,other,66.0
t214,2025-10-25,food,39.49
t779,2025-07-30,entertainment,34.92
t3497,2025-08-08,entertainment,51.23
t10578,2025-03-17,utilities,121.81
t2044,2025-01-19,food,35.88
t8921,2025-08-01,entertainment,56.59
t5421,2025-10-24,gas,57.83
t6155,2025-08-15,retail,57.44
t9760,2025-04-11,gas,50.11
t8358,2025-01-26,retail,80.71
t10449,2025-05-30,retail,13.78
t10206,2025-10-09,food,30.98
t8466,2025-08-06,retail,107.55
t4168,2025-10-03,food,36.96
t3789,2025-07-31,food,29.32
t8587,2025-07-18,entertainment,79.51
t584,2025-06-05,retail,84.1
a131,2025-01-20,entertainment,995.01
a221,2025-10-06,other,1633.03
t117,2025-07-04,entertainment,66.44
t6645,2025-07-19,food,22.17
t10827,2025-09-30,retail,176.48
a177,2025-08-12,gas,4998.32
t11717,2025-04-12,travel,651.04
t10741,2025-05-18,retail,47.23
t8713,2025-04-16,gas,76.84
t1764,2025-05-27,retail,122.03
t1876,2025-04-13,food,17.22
t3225,2025-04-01,food,31.39
t527,2025-01-24,retail,145.16
t7726,2025-07-15,gas,37.74
t2947,2025-05-23,retail,184.53
t4474,2025-09-08,gas,65.18
t5656,2025-02-22,utilities,199.84
t8885,2025-07-12,retail,126.75
t6060,2025-08-31,food,41.57
t960,2025-02-07,food,25.44
t6343,2025-04-04,food,40.39
t3634,2025-06-23,retail,129.18
t1051,2025-03-12,other,94.53
t8783,2025-02-03,food,24.03
t8712,2025-06-05,gas,37.69
t3381,2025-03-16,entertainment,83.55
t3677,2025-07-31,other,109.84
t5777,2025-05-13,gas,68.78
t10840,2025-05-22,entertainment,65.73
t6574,2025-03-13,food,41.23
t5180,2025-06-15,food,29.07
t1608,2025-09-06,entertainment,79.22
t3611,2025-04-04,food,34.73
t11707,2025-04-20,food,34.19
t6636,2025-09-13,travel,463.59
a238,2025-03-13,gas,1061.83
t10002,2025-10-01,food,31.32
t792,2025-03-27,gas,43.56
t8985,2025-05-20,retail,103.95
t3057,2025-03-05,gas,81.07
t10048,2025-02-22,retail,141.4
t1981,2025-06-19,retail,132.47
t3599,2025-05-10,food,39.43
t934,2025-08-27,retail,105.64
t7425,2025-01-03,food,11.56
t5627,2025-02-11,food,27.1
t1683,2025-06-08,retail,109.48
t4180,2025-09-10,retail,76.63
t6447,2025-09-01,entertainment,54.81
t4117,2025-10-08,retail,113.65
t989,2025-07-12,retail,58.85
t2897,2025-02-07,gas,47.59
t3779,2025-01-01,food,33.29
t5659,2025-04-18,food,33.66
t3094,2025-03-08,utilities,118.52
t3156,2025-03-19,utilities,105.68
t1824,2025-02-24,gas,60.66
t11548,2025-08-03,utilities,110.22
t1099,2025-03-07,travel,625.14
t2845,2025-04-26,food,19.46
t9079,2025-05-31,retail,199.22
t3343,2025-05-16,food,30.68
t39,2025-04-12,food,14.27
t6541,2025-05-19,utilities,169.62
t11217,2025-10-11,gas,64.18
t8708,2025-06-08,food,39.5
t3357,2025-01-15,retail,111.17
t9646,2025-07-01,retail,162.02
t7814,2025-04-05,other,80.18
t9099,2025-06-05,other,73.62
t8221,2025-06-01,food,43.38
t11069,2025-02-04,utilities,161.2
t2429,2025-10-12,gas,51.38
t5044,2025-07-19,retail,116.5
t5347,2025-10-03,food,17.23
t8955,2025-02-24,food,24.51
t4812,2025-02-15,gas,70.63
t8477,2025-03-08,retail,132.98
t687,2025-06-07,entertainment,60.73
t4800,2025-08-09,food,25.57
t7438,2025-02-17,utilities,127.79
t2354,2025-03-16,gas,94.77
t6354,2025-09-28,entertainment,89.81
t4570,2025-01-18,utilities,57.37
t8214,2025-02-17,food,36.28
t2753,2025-09-09,utilities,95.34
t9078,2025-03-08,entertainment,73.08
t8074,2025-04-26,retail,80.76
t9110,2025-01-11,food,10.53
t1041,2025-04-14,gas,62.69
t7492,2025-09-29,food,37.05
t1266,2025-06-16,utilities,145.01
t11115,2025-08-16,utilities,105.84
t7060,2025-09-07,food,39.07
t278,2025-08-24,retail,134.69
t5085,2025-09-20,food,28.18
t10277,2025-05-11,food,28.41
t9438,2025-04-22,food,21.17
t2383,2025-01-29,travel,572.91
t572,2025-02-28,retail,117.16
t1436,2025-03-25,retail,66.33
t9440,2025-01-14,retail,29.31
t5353,2025-02-08,retail,72.08
t5446,2025-02-20,retail,169.59
t1008,2025-04-12,food,28.63
t4544,2025-05-10,gas,34.81
t10577,2025-10-07,utilities,175.67
t2065,2025-09-27,food,17.47
t1137,2025-08-14,other,81.44
t9883,2025-08-13,retail,36.29
t5344,2025-02-26,entertainment,44.01
t10178,2025-09-12,retail,44.04
t295,2025-06-29,food,36.93
t9740,2025-04-07,retail,154.76
t10205,2025-07-09,entertainment,35.07
t8781,2025-08-29,other,59.64
t2404,2025-05-01,food,24.26
t10322,2025-08-31,retail,194.8
t3999,2025-07-17,food,11.2
t11187,2025-09-18,food,19.48
t3742,2025-03-25,entertainment,70.73
t11064,2025-01-18,retail,116.93
t2720,2025-06-08,gas,49.94
t11039,2025-10-06,retail,145.84
t5151,2025-10-03,gas,41.75
t2809,2025-06-10,retail,27.59
t9018,2025-03-29,food,26.84
t557,2025-02-08,food,38.02
t10702,2025-02-18,food,24.75
t4796,2025-05-06,retail,168.8
t2470,2025-05-27,entertainment,34.72
t3739,2025-08-03,entertainment,26.17
t4287,2025-07-31,utilities,122.29
t9909,2025-04-01,food,26.46
t2605,2025-01-05,entertainment,37.44
t363,2025-08-11,food,10.74
t6925,2025-10-17,entertainment,8.19
t1705,2025-03-31,retail,120.12
t2140,2025-05-04,gas,74.4
t3240,2025-07-27,retail,128.23
t2384,2025-09-15,entertainment,132.31
t7315,2025-06-04,utilities,20.0
t4312,2025-08-22,food,36.25
t9478,2025-05-14,entertainment,59.0
t1313,2025-06-09,other,59.93
t11306,2025-03-15,entertainment,89.61
t3931,2025-08-25,gas,19.24
t6184,2025-08-14,other,119.33
t1592,2025-01-13,retail,136.63
t11441,2025-01-28,travel,819.01
t2163,2025-07-04,food,31.37
t2397,2025-09-06,entertainment,60.54
t318,2025-02-21,retail,43.12
t9517,2025-05-14,retail,107.58
t5234,2025-09-29,utilities,50.32
t5069,2025-02-27,utilities,113.9
t4037,2025-07-27,food,36.15
t8988,2025-07-24,utilities,114.65
t3021,2025-10-24,food,27.53
t9904,2025-07-11,other,55.6
t8229,2025-08-03,retail,91.25
t9106,2025-03-21,entertainment,61.75
t5296,2025-07-10,food,24.47
t3973,2025-06-26,gas,23.07
t5371,2025-02-01,travel,176.95
t4134,2025-07-03,food,26.42
t975,2025-04-10,travel,361.16
t7292,2025-10-03,food,21.05
t9176,2025-08-13,gas,36.9
t955,2025-06-11,gas,82.5
t9611,2025-05-05,other,159.38
t9753,2025-08-31,food,12.5
t9548,2025-03-05,gas,45.06
t11164,2025-01-23,gas,87.46
t5017,2025-06-26,food,13.5
t11675,2025-03-04,entertainment,57.04
t9180,2025-09-09,retail,144.12
t7491,2025-05-12,other,30.43
t1641,2025-02-21,travel,270.44
t1291,2025-08-31,entertainment,23.8
t1381,2025-01-25,retail,154.96
t1934,2025-07-24,gas,105.01
t4676,2025-03-28,entertainment,75.45
t10223,2025-01-29,other,88.53
t893,2025-03-31,retail,156.34
t7288,2025-08-30,retail,89.37
t4877,2025-10-07,gas,73.67
t7907,2025-05-16,utilities,110.03
t8195,2025-09-18,utilities,106.41
a67,2025-01-26,utilities,2042.38
t10302,2025-01-19,retail,127.73
t9042,2025-08-25,entertainment,67.39
t2467,2025-09-14,retail,5.0
t7658,2025-10-09,travel,928.06
t10107,2025-08-23,travel,195.12
t9789,2025-04-04,gas,28.22
t1914,2025-05-05,entertainment,49.58
t2737,2025-07-18,entertainment,48.67
t727,2025-06-26,food,11.16
t7215,2025-08-22,food,19.02
t8246,2025-04-20,other,108.79
t1797,2025-07-03,entertainment,26.76
t3846,2025-03-08,food,50.31
t6403,2025-03-19,food,31.28
t937,2025-10-03,travel,580.43
t2266,2025-06-15,other,46.84
t825,2025-08-03,gas,67.89
t7275,2025-07-12,other,90.8
t1390,2025-08-04,retail,238.69
t3565,2025-09-06,travel,568.16
t9077,2025-03-14,food,28.94
t5430,2025-01-19,retail,131.03
t7828,2025-04-09,entertainment,69.2
t5691,2025-02-25,entertainment,65.05
t7879,2025-10-12,entertainment,80.89
t1869,2025-05-07,food,43.99
t8203,2025-09-18,food,28.23
t7487,2025-07-14,food,18.04
t9656,2025-02-08,gas,57.64
t807,2025-09-08,food,30.11
t4806,2025-01-25,travel,532.75
t10587,2025-02-18,retail,166.03
t10301,2025-02-22,food,22.66
t10974,2025-05-19,food,29.51
a185,2025-10-19,entertainment,985.26
t10427,2025-01-04,food,16.88
t9156,2025-02-20,other,106.01
t7512,2025-01-26,food,22.32
t8057,2025-03-14,retail,65.82
t4495,2025-09-06,food,15.12
t2633,2025-02-21,food,24.51
t10674,2025-01-26,utilities,100.71
t8897,2025-01-15,food,32.33
t8624,2025-08-12,retail,109.32
t7833,2025-01-21,entertainment,37.64
t4389,2025-07-23,retail,199.86
t146,2025-08-17,food,18.51
t6468,2025-04-10,food,23.98
t2034,2025-10-20,gas,68.67
t10943,2025-10-18,food,33.42
t1166,2025-10-23,food,21.53
t2051,2025-09-25,food,27.87
t3761,2025-10-20,entertainment,63.93
t4436,2025-07-03,food,21.79
t3431,2025-03-06,other,103.89
t8191,2025-09-19,retail,41.01
t10508,2025-09-30,food,4.49
t7070,2025-01-03,retail,81.74
t4362,2025-09-23,retail,183.87
t9455,2025-07-01,other,42.83
t1772,2025-07-17,other,112.62
t3512,2025-06-14,food,25.57
t272,2025-03-12,gas,63.44
t8437,2025-09-02,other,46.75
t2033,2025-06-02,food,30.43
t9006,2025-01-03,food,23.15
t11597,2025-07-08,food,32.26
t3811,2025-09-21,other,46.23
t9997,2025-03-14,entertainment,10.43
t4347,2025-10-26,travel,586.43
t546,2025-05-09,retail,125.85
t3242,2025-07-07,retail,122.01
t8931,2025-06-04,retail,102.74
t8503,2025-06-16,retail,91.55
t9324,2025-08-29,travel,657.75
a138,2025-02-06,utilities,1000.9
t7565,2025-09-19,food,19.26
t921,2025-04-30,food,27.67
t10933,2025-09-29,retail,137.72
t6641,2025-04-19,other,83.47
t7695,2025-08-30,retail,120.16
t8231,2025-02-02,gas,41.86
t7127,2025-03-09,food,38.6
t4279,2025-02-28,retail,153.93
t2984,2025-04-25,food,9.32
t131,2025-10-13,travel,489.96
t7981,2025-08-23,utilities,189.24
t2668,2025-01-30,other,64.04
t7139,2025-10-09,travel,432.46
t3224,2025-09-28,entertainment,86.13
t9375,2025-01-18,food,15.25
t7694,2025-10-20,gas,47.45
t5393,2025-09-02,utilities,113.6
t615,2025-09-28,gas,20.04
a122,2025-04-28,gas,743.8
t1467,2025-01-27,retail,111.31
t4498,2025-01-17,gas,48.47
t3043,2025-06-05,other,70.09
t9127,2025-04-01,utilities,113.69
t2420,2025-09-11,entertainment,53.75
t5086,2025-03-23,food,30.32
t3295,2025-03-31,other,73.5
t6738,2025-05-26,utilities,27.43
t1501,2025-02-28,retail,54.55
t9019,2025-10-19,food,25.52
t1522,2025-07-25,food,20.66
t10932,2025-10-24,utilities,157.53
t4233,2025-06-05,retail,73.12
t7687,2025-05-01,entertainment,67.47
t8821,2025-10-17,food,23.69
t4431,2025-04-07,travel,609.27
t391,2025-07-11,retail,104.91
a72,2025-04-01,food,456.45
t7125,2025-07-09,gas,18.71
t5914,2025-05-05,gas,32.87
t8593,2025-05-14,entertainment,77.4
t4807,2025-01-26,food,37.59
t10735,2025-06-07,utilities,50.7
t8239,2025-10-17,food,21.42
t8045,2025-01-11,travel,891.73
t11735,2025-02-26,gas,48.21
t3994,2025-08-12,retail,71.94
t11460,2025-01-14,gas,54.75
t6610,2025-02-14,travel,331.59
t5320,2025-10-18,other,97.58
a48,2025-05-31,travel,1997.33
t7120,2025-01-01,food,21.13
t2422,2025-02-08,gas,76.37
t5605,2025-06-18,utilities,155.66
t1751,2025-10-09,food,26.9
t10808,2025-02-28,entertainment,98.42
t11660,2025-02-21,utilities,148.98
t339,2025-06-10,entertainment,5.0
t8408,2025-06-06,gas,10.28
t1342,2025-10-04,retail,138.44
t11452,2025-06-11,food,35.03
t7983,2025-04-30,travel,206.45
t3641,2025-03-10,gas,31.71
t330,2025-10-23,gas,58.8
t10591,2025-06-24,gas,60.16
t3005,2025-05-03,food,34.9
t6961,2025-01-02,other,92.16
t4091,2025-04-15,food,10.24
t9829,2025-01-15,other,87.2
t2323,2025-09-10,food,36.09
t6668,2025-04-02,gas,44.93
t7010,2025-03-08,entertainment,43.94
t4198,2025-01-19,entertainment,113.69
t3550,2025-04-09,other,49.19
t9651,2025-10-08,food,23.38
t8364,2025-09-11,entertainment,61.54
t4204,2025-10-08,other,82.78
t11170,2025-05-03,food,30.19
t10714,2025-05-16,food,13.92
t6186,2025-09-25,gas,51.31
t1640,2025-06-02,food,26.21
t9131,2025-07-04,gas,67.07
t61,2025-04-05,food,16.92
t1241,2025-06-11,gas,46.7
t5761,2025-08-02,other,113.19
t5137,2025-03-30,entertainment,102.08
t2344,2025-07-10,retail,132.79
t2121,2025-05-23,utilities,175.49
t1525,2025-06-04,entertainment,75.92
t7618,2025-03-13,gas,85.63
t154,2025-07-11,food,41.34
t482,2025-01-20,food,13.77
t6123,2025-02-28,entertainment,81.7
t7675,2025-01-25,food,38.03
t7102,2025-09-06,gas,63.82
t1763,2025-05-29,retail,101.15
t8943,2025-05-01,entertainment,46.21
t7716,2025-04-06,travel,578.51
t9978,2025-02-24,utilities,180.04
t10886,2025-07-17,food,34.38
t7480,2025-08-26,food,30.03
t6213,2025-07-24,food,29.97
t4854,2025-06-08,gas,66.09
t2712,2025-06-30,food,49.02
t6767,2025-02-09,utilities,162.01
t4151,2025-03-24,entertainment,103.04
t1334,2025-06-25,retail,155.98
t11288,2025-08-05,gas,58.6
t8379,2025-01-11,food,23.85
t9329,2025-01-22,utilities,98.32
t11264,2025-05-22,travel,35.43
t11647,2025-08-30,other,21.94
t10251,2025-03-21,other,121.33
t10936,2025-10-12,food,31.58
t3851,2025-07-23,travel,629.92
t8341,2025-10-08,food,24.44
t4125,2025-05-24,utilities,108.78
t10746,2025-09-05,utilities,210.23
t4789,2025-07-30,entertainment,65.26
t2867,2025-06-08,entertainment,106.13
t1387,2025-05-05,entertainment,68.17
t5942,2025-09-15,gas,85.87
t3068,2025-05-13,retail,136.84
t10859,2025-04-24,food,36.03
t3630,2025-10-19,retail,63.64
t11347,2025-04-11,other,76.99
t10729,2025-01-02,food,19.29
t3029,2025-08-09,gas,44.94
t2970,2025-02-02,travel,293.08
t9901,2025-07-23,gas,50.95
t8647,2025-03-15,retail,161.12
t6137,2025-07-29,gas,26.69
t8802,2025-03-28,food,33.46
t4264,2025-05-26,other,95.42
